TURN 1
Pia -> eat

Food remaining: 13

TURN 87
RexM4 -> move_north
S003M3 -> move_south
Iris -> move_east
Kade -> move_west
Pia -> move_west

Food remaining: 13

TURN 88
RexM4 -> move_south
Iris -> move_east
Kade -> move_west
Pia -> move_east

Food remaining: 13

TURN 89
RexM4 -> move_north
Iris -> move_east
Kade -> move_west
Pia -> move_west

Food remaining: 13

TURN 90
Iris -> move_east
Kade -> eat
Pia -> move_north

Food remaining: 12

TURN 91
Iris -> move_east
Kade -> move_east
Pia -> move_south

Food remaining: 12

TURN 92
Iris -> move_east
Kade -> move_east
Pia -> move_east

Food remaining: 12

TURN 93
Iris -> move_east
Kade -> move_east
Pia -> eat

Food remaining: 11

TURN 94
Iris -> move_south
Kade -> move_east
Pia -> move_west

Food remaining: 11

TURN 95
Kade -> move_west
Pia -> move_north

Food remaining: 11

TURN 96
Kade -> move_west
Pia -> move_north

Food remaining: 11

*** Mira entered the world on turn 96 (blank slate) ***

TURN 97
Kade -> move_west
Pia -> move_south
Mira -> move_south

Food remaining: 11

TURN 98
Kade -> move_west
Pia -> move_south
Mira -> move_south

Food remaining: 11

TURN 99
Kade -> eat
Pia -> move_south
Mira -> move_south

Food remaining: 10

TURN 100
Kade -> move_east
Pia -> move_east
Mira -> move_south

Food remaining: 10

TURN 101
Kade -> move_east
Pia -> eat
Mira -> move_north

Food remaining: 9

TURN 102
Kade -> move_east
Pia -> move_west
Mira -> move_north

Food remaining: 9

TURN 103
Kade -> move_east
Pia -> move_north
Mira -> move_north

Food remaining: 9

TURN 104
Kade -> move_west
Pia -> move_north
Mira -> move_north

Food remaining: 9

TURN 105
Kade -> move_west
Pia -> move_north
Mira -> move_west

Food remaining: 9

TURN 106
Kade -> move_west
Pia -> move_south
Mira -> starved

Food remaining: 9

TURN 107
Kade -> move_west
Pia -> move_south

Food remaining: 9

TURN 108
Kade -> move_west
Pia -> move_south

Food remaining: 9

TURN 109
Kade -> buffer
Pia -> move_south

Food remaining: 9

TURN 110
Kade -> move_east
Pia -> move_east

Food remaining: 9

TURN 111
Kade -> move_west
Pia -> buffer

Food remaining: 9

TURN 112
Kade -> eat
Pia -> move_west

Food remaining: 8

TURN 113
Kade -> move_east
Pia -> move_east

Food remaining: 8

TURN 114
Kade -> move_east
Pia -> eat

Food remaining: 7

TURN 115
Kade -> move_east
Pia -> move_west

Food remaining: 7

TURN 116
Kade -> move_east
Pia -> move_north

Food remaining: 7

*** Otto entered the world on turn 116 (blank slate) ***

TURN 117
Kade -> move_east
Pia -> move_west
Otto -> move_east

Food remaining: 7

TURN 118
Kade -> move_east
Pia -> move_west
Otto -> move_east

Food remaining: 7

TURN 119
Kade -> move_east
Pia -> move_west
Otto -> move_east

Food remaining: 7

TURN 120
Kade -> move_south
Pia -> move_west
Otto -> move_east

Food remaining: 7

TURN 121
Kade -> move_east
Pia -> eat
Otto -> move_east

Food remaining: 6

TURN 122
Kade -> starved
Pia -> move_east
Otto -> move_east

Food remaining: 6

TURN 123
Pia -> move_east
Otto -> move_east

Food remaining: 6

TURN 124
Pia -> move_east
Otto -> move_east

Food remaining: 6

TURN 125
Pia -> move_east
Otto -> move_south

Food remaining: 6

TURN 126
Pia -> move_west
Otto -> starved

Food remaining: 6

TURN 127
Pia -> move_west

Food remaining: 6

TURN 128
Pia -> move_west

Food remaining: 6

TURN 129
Pia -> move_west

Food remaining: 6

TURN 130
Pia -> eat

Food remaining: 5

TURN 131
Pia -> move_west

Food remaining: 5

TURN 132
Pia -> move_east

Food remaining: 5

*** Zane entered the world on turn 132 (blank slate) ***

TURN 133
Pia -> move_west
Zane -> move_north

Food remaining: 5

TURN 134
Pia -> move_east
Zane -> move_north

Food remaining: 5

TURN 135
Pia -> move_west
Zane -> move_north

Food remaining: 5

TURN 136
Pia -> eat
Zane -> move_north

Food remaining: 4

*** Nova entered the world on turn 136 (blank slate) ***

TURN 137
Pia -> move_east
Zane -> move_east
Nova -> move_north

Food remaining: 4

TURN 138
Pia -> move_north
Zane -> move_east
Nova -> move_north

Food remaining: 6

TURN 139
Pia -> eat
Zane -> move_east
Nova -> move_east

Food remaining: 5

TURN 140
Pia -> move_north
Zane -> move_east
Nova -> move_east

Food remaining: 6

TURN 141
Pia -> eat
Zane -> move_south
Nova -> move_east

Food remaining: 5

TURN 142
Pia -> move_north
Zane -> starved
Nova -> move_east

Food remaining: 7

TURN 143
Pia -> eat
Nova -> move_east

Food remaining: 6

TURN 144
Pia -> move_south
Nova -> move_east

Food remaining: 6

TURN 145
Pia -> move_east
Nova -> move_south

Food remaining: 6

TURN 146
Pia -> move_east
Nova -> starved

Food remaining: 6

TURN 147
Pia -> move_west

Food remaining: 6

TURN 148
Pia -> move_west

Food remaining: 6

TURN 149
Pia -> eat

Food remaining: 5

TURN 150
Pia -> move_west

Food remaining: 5


========================================================
AGENT SUMMARY
========================================================
Agent:           Town0
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       14.0 / 20
Money:           8.0
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - RexM0 died on turn 0 — they fell in battle (Rex's army).
  - RexM1 died on turn 0 — they fell in battle (Rex's army).
  - RexM2 died on turn 0 — they fell in battle (Rex's army).

Agent:           Town1
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       14.0 / 20
Money:           8.0
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - RexM0 died on turn 0 — they fell in battle (Rex's army).
  - RexM1 died on turn 0 — they fell in battle (Rex's army).
  - RexM2 died on turn 0 — they fell in battle (Rex's army).
  - Town0 died on turn 0 — they fell in battle (defending S001).

Agent:           Town2
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       14.0 / 20
Money:           8.0
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - RexM0 died on turn 0 — they fell in battle (Rex's army).
  - RexM1 died on turn 0 — they fell in battle (Rex's army).
  - RexM2 died on turn 0 — they fell in battle (Rex's army).
  - Town0 died on turn 0 — they fell in battle (defending S001).
  - Town1 died on turn 0 — they fell in battle (defending S001).

Agent:           Town3
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       14.0 / 20
Money:           8.0
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - RexM1 died on turn 0 — they fell in battle (Rex's army).
  - RexM2 died on turn 0 — they fell in battle (Rex's army).
  - Town0 died on turn 0 — they fell in battle (defending S001).
  - Town1 died on turn 0 — they fell in battle (defending S001).
  - Town2 died on turn 0 — they fell in battle (defending S001).

Agent:           Town4
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  15 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             37 of lifespan 99 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the strong take what they want
Important memories:
  - F2d died on turn 10 — they fell in battle (defending S002).
  - Trust in Rex fell to -6 (faith condemns Rex)
  - New strategy: seek_food
  - RexM5 died on turn 14 — they fell in battle (Rex's royal host).
  - F3d died on turn 14 — they fell in battle (defending S003).

Agent:           Town5
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  15 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             34 of lifespan 89 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the strong take what they want
Important memories:
  - Observed RexM6 north of me
  - RexM5 died on turn 14 — they fell in battle (Rex's royal host).
  - F3d died on turn 14 — they fell in battle (defending S003).
  - Observed RexM6 north of me
  - Town4 died on turn 15 — they fell in battle (risers of S001).

Agent:           Rex
Personality:     ambitious, independent and competitive (dominant: independence)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  65 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Reigns over:     S002 (since turn 46, garrison 2)  [by force]
Rules kingdom:   3 settlements, 0 vassals (since turn 0)  [feudal crown]
Age:             103 of lifespan 103 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the dead watch us, the land provides, wealth is virtue
Important memories:
  - Lena died on turn 61 — they fell in battle (Rex's guard).
  - Died of old age

Agent:           RexM0
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       3.5 / 20
Money:           5.5
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - Took Rex's coin to fight
  - Fell in battle

Agent:           RexM1
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       3.5 / 20
Money:           5.5
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - RexM0 died on turn 0 — they fell in battle (Rex's army).

Agent:           RexM2
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       3.5 / 20
Money:           5.5
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - RexM0 died on turn 0 — they fell in battle (Rex's army).
  - RexM1 died on turn 0 — they fell in battle (Rex's army).

Agent:           RexM3
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  15 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             35 of lifespan 96 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power
Important memories:
  - Observed RexM7 north of me
  - Observed S003M3 south of me
  - Observed S003M3 near food
  - Town4 died on turn 15 — they fell in battle (risers of S001).
  - Town5 died on turn 15 — they fell in battle (risers of S001).

Agent:           RexM4
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  89 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             109 of lifespan 109 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the dead watch us, the strong take what they want, wealth is virtue
Important memories:
  - Observed S003M3 east of me
  - S003M3 died on turn 87 — they died of old age.
  - Observed Pia south of me
  - Observed Pia near food
  - Died of old age

Agent:           RexM5
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  14 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             36 of lifespan 86 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power
Important memories:
  - Observed RexM8 south of me
  - Observed RexM4 west of me
  - Observed S002M5 west of me
  - Observed S002M5 north of me
  - Observed RexM8 west of me

Agent:           RexM6
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  22 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             49 of lifespan 111 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the dead watch us
Important memories:
  - Town5 died on turn 15 — they fell in battle (risers of S001).
  - RexM3 died on turn 15 — they fell in battle (Rex's guard).
  - New strategy: seek_food
  - New strategy: seek_food
  - S002M4 died on turn 22 — they were starving.

Agent:           RexM7
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  22 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             43 of lifespan 94 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the dead watch us
Important memories:
  - New strategy: seek_food
  - S002M4 died on turn 22 — they were starving.
  - RexM6 died on turn 22 — they fell in battle (Rex's army).
  - Juno died on turn 22 — they fell in battle (defending S003).
  - Starved

Agent:           RexM8
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  86 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             107 of lifespan 107 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the dead watch us, the strong take what they want
Important memories:
  - New strategy: seek_food
  - Quin died on turn 76 — they were starving.
  - New strategy: seek_food
  - New strategy: seek_food
  - Died of old age

Agent:           Chief2
Personality:     friendly and outgoing (dominant: friendliness)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  57 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Soldiers for:    Rex
Age:             89 of lifespan 105 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the dead watch us, the strong take what they want, wealth is virtue
Important memories:
  - Observed Iris near food
  - Observed Quin west of me
  - New strategy: seek_food
  - Observed Quin west of me
  - Starved

Agent:           F2a
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       20.0 / 20
Money:           8.0
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - S002M0 died on turn 0 — they fell in battle (Rex's royal host).
  - S002M1 died on turn 0 — they fell in battle (Rex's royal host).

Agent:           F2b
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       20.0 / 20
Money:           8.0
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - S002M0 died on turn 0 — they fell in battle (Rex's royal host).
  - S002M1 died on turn 0 — they fell in battle (Rex's royal host).
  - F2a died on turn 0 — they fell in battle (defending S002).

Agent:           F2c
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       20.0 / 20
Money:           8.0
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - S002M0 died on turn 0 — they fell in battle (Rex's royal host).
  - S002M1 died on turn 0 — they fell in battle (Rex's royal host).
  - F2a died on turn 0 — they fell in battle (defending S002).
  - F2b died on turn 0 — they fell in battle (defending S002).

Agent:           F2d
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  10 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             35 of lifespan 106 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the strong take what they want, wealth is virtue
Important memories:
  - Observed Chief2 north of me
  - Observed Chief2 near food
  - Trust in Rex fell to -2 (faith condemns Rex (denounced by prophet Chief2))
  - Observed Chief2 north of me
  - Observed Chief2 near food

Agent:           S002M0
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       3.5 / 20
Money:           5.5
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - Took Rex's coin to fight
  - Fell in battle

Agent:           S002M1
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
Stockpile:       3.5 / 20
Money:           5.5
Producer skills: farming, hunting
Age:             0 of lifespan 0 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         (none yet)
Important memories:
  - S002M0 died on turn 0 — they fell in battle (Rex's royal host).

Agent:           S002M2
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  46 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             67 of lifespan 102 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the dead watch us, the strong take what they want
Important memories:
  - New strategy: seek_food
  - Trust in Rex fell to -2 (faith condemns Rex)
  - Trust in Rex fell to -3 (faith condemns Rex)
  - Trust in Rex fell to -4 (faith condemns Rex)
  - Trust in Rex fell to -5 (faith condemns Rex)

Agent:           S002M3
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  59 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             85 of lifespan 85 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the dead watch us, the strong take what they want, wealth is virtue
Important memories:
  - Observed S003M3 west of me
  - Chief2 died on turn 58 — they were starving.
  - Observed S003M3 west of me
  - Observed S003M3 west of me
  - Died of old age

Agent:           S002M4
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  21 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             60 of lifespan 103 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the dead watch us
Important memories:
  - Observed S003M4 south of me
  - Observed S003M5 west of me
  - New strategy: seek_food
  - Observed S003M4 south of me
  - Starved

Agent:           S002M5
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  54 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Age:             70 of lifespan 101 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the dead watch us, the strong take what they want
Important memories:
  - New strategy: rest
  - S002M2 died on turn 46 — they fell in battle (defending S002).
  - New strategy: seek_food

Agent:           Chief3
Personality:     friendly and outgoing (dominant: friendliness)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  61 / 150
Stockpile:       0.0 / 20
Money:           0.0
Producer skills: farming, hunting
Soldiers for:    Rex
Age:             94 of lifespan 109 (adult)
Discontent:      0.0 / 25 (resentment at 6)
Beliefs:         knowledge is power, the dead watch us, the strong take what they want, wealth is virtue
Important memories:
  - Trust in Lena rose to 18 (friendly message)
  - Observed Lena north of me
  - Observed Lena near food
  - Observed Rhea west of me
  - Observed Rhea near food

Agent:           F3a
Personality:     cautious and territorial (dominant: caution)
Goals:           survive=8, wealth=4
Status:          DEAD
Turns survived:  0 / 150
